,Avg Frame Counts,Avg Score (Cumulative discounted reward),Avg Score (raw),SD Frame Counts,SD Score (Cumulative discounted reward),SD Score (raw)
0,651.42,2.5164932458130886,20.91,108.33736013028931,0.6786935227917945,7.207072914852465
