,Avg Frame Counts,Avg Score,Avg Score (Cumulative discounted reward),Std Frame Counts,Std Score,Std Score (Cumulative discounted reward)
0,633.07,21.0,4.897596391037111,6.324958497887556,0.0,0.13188502768606872
