,Avg Frame Counts,Avg Score (Cumulative discounted reward),Avg Score (raw),SD Frame Counts,SD Score (Cumulative discounted reward),SD Score (raw)
0,1246.18,-0.9151039905679872,-20.2,137.56034166866553,0.2737025191576456,0.848528137423857
